POET,POEM,VERSE,PART1,PART2,ERA,POEM_METER,VERSE_METER
Gibran Khalil Gibran,Rabbata Al Dawlati,14,لَيْسَ فِيهِي مِنْ مُدَاجَاةٍ وَهَلْ,يَصْدُقُ الإِنْشَادُ وَالقَلْبُ يَمِينْ,Modern,ramal_complete,ramal_complete
Gibran Khalil Gibran,Rabbata Al Dawlati,15,فَاضَ مَجْرَى النِّيلِ مِنْ يَنْبُوعِهِ,بَاسِطًا أَذْرُعَهُ لِلْمُسْتَقِينْ,Modern,ramal_complete,ramal_complete
Gibran Khalil Gibran,Rabbata Al Dawlati,16,يَحْمِلُ الخِصْبَ وَمَا عُنْصُرُهُ,غَيْرُ مَا يُهْدِي مِنَ الكَنْزِ الثَّمِينْ,Modern,ramal_complete,ramal_complete
Gibran Khalil Gibran,Rabbata Al Dawlati,17,أَرْخَصَ العَسْجَدَ حَتَّى إِنَّهُ,جَازَ فِي المَأْلُوفِ أَنْ يُسْمَى بِطِينْ,Modern,ramal_complete,ramal_complete
Gibran Khalil Gibran,Rabbata Al Dawlati,18,فَهْوَ فَوْقَ التُّرْبِ تِبْرٌ ذَائِبٌ,وَهْوَ لِلْوُرَّادِ سَلْسَالٌ مَعِينْ,Modern,ramal_complete,ramal_complete
Gibran Khalil Gibran,Rabbata Al Dawlati,19,عَوْدُكِ المَحْمُودُ عِيدٌ لِلْحِمَى,وَلِأَهْلِيهِ عَلَى مَرِّ السِّنِينْ,Modern,ramal_complete,ramal_complete
Gibran Khalil Gibran,Rabbata Al Dawlati,20,لَوْ تَسَنَّى فِي مَكَانٍ وَاحِدٍ,جَمْعُهُمْ أَلْفَيْتِهِمْ مُجْتَمِعِينْ,Modern,ramal_complete,ramal_complete
Gibran Khalil Gibran,Rabbata Al Dawlati,21,ذَلِكَ الوُدُّ قَدِيمٌ زَادَهُ,كُلَّ يَوْمٍ سَبَبٌ مِنْكِ مَتِينْ,Modern,ramal_complete,ramal_complete
Gibran Khalil Gibran,Rabbata Al Dawlati,22,مَكْرُمَاتٌ أَلَّفَتْ بَيْنَهُمُ,إِنْ يُرَوَا فِي غَيْرِهَا مُخْتَلِفِينْ,Modern,ramal_complete,ramal_complete
Gibran Khalil Gibran,Rabbata Al Dawlati,23,كَيْفَ لَا يُصْفِيكِ وُدًّا مَعْشَرٌ,لَكِ بِالشُّكْرِ عَلَى الدَّهْرِ مَدِينْ,Modern,ramal_complete,ramal_complete
Gibran Khalil Gibran,Rabbata Al Dawlati,24,زِدْتِهِ بِرًّا بِأَنْ كُنْتِ لَهُ,نِعْمَةَ القُدْوَةُ فِي دُنْيَا وَدِينْ,Modern,ramal_complete,ramal_complete
Gibran Khalil Gibran,Rabbata Al Dawlati,25,لَا كَبَا جَدُّكِ مِنْ سَيِّدَةٍ,فَضْلُهَا يَشْمَلُهُ فِي كُلِّ حِينْ,Modern,ramal_complete,ramal_complete
Gibran Khalil Gibran,Rabbata Al Dawlati,26,لَوْ عَدَدْنَا فِيهِ مَنْ أَسْعَدْتِهِ,لَعَدَدْنَاهُمْ أُلُوفًا وَمِئِينْ,Modern,ramal_complete,ramal_complete
Gibran Khalil Gibran,Rabbata Al Dawlati,27,تُخْطِئُ الحَصْرَ أَيَادٍ لَمْ تَدَعْ,مَوْضِعًا لِلْحُزْنِ فِي قَلْبٍ حَزِينْ,Modern,ramal_complete,ramal_complete
Gibran Khalil Gibran,Rabbata Al Dawlati,28,زَارَتِ الدَّهْمَاءَ فِي أَخْصَاضِهَا,وَاسْتَزَارَتْهَا قُصُورُ المَالِكِينْ,Modern,ramal_complete,ramal_complete
Gibran Khalil Gibran,Rabbata Al Dawlati,29,كَمْ بَنَتْ مَأْوًى وَشَادَتْ مَلْجَأً,لِلْأَيَامَى وَاليَتَامَى البَائِسِينْ,Modern,ramal_complete,ramal_complete
Gibran Khalil Gibran,Rabbata Al Dawlati,30,وَأَقَامَتْ دَارَ عِلْمٍ نَشَّأَتْ,خَيْرَ جِيلٍ مِنْ بَنَاتٍ وَبَنِينْ,Modern,ramal_complete,ramal_complete
Gibran Khalil Gibran,Rabbata Al Dawlati,31,يَا لَهَا مِنْ مَأْثَرَاتٍ كُلُّهَا,خَالِدٌ فِي ذِكْرَيَاتِ الذَّاكِرِينْ,Modern,ramal_complete,ramal_complete
Gibran Khalil Gibran,Rabbata Al Dawlati,32,دُمْتِ لِلْإِحْسَانِ مَا طَالَ المَدَى,وَأَعَزَّ اللَّهُ أُمَّ المُحْسِنِينْ,Modern,ramal_complete,ramal_complete
Hafez Ibrahim,Ahlan Biawali moslimin,1,أَهْلًا بِأَوَّلِ مُسْلِمٍ,فِي المَشْرِقَيْنِ عَلَا وَطَارَ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,2,النِّيلُ وَالبُسْفُورُ فِي,كَ تَجَاذَبَا ذَيْلَ الفَخَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,3,يَوْمَ امْتَطَيْتَ بُرَاقَكَ الْ,مَيْمُونَ وَاجْتَزْتَ القِفَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,4,تَلْهُو وَتَعْبَثُ بِالرِّيَا,حِ عَلَى المَفَاوِزِ وَالبِحَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,5,لَوْ سَابَقَتْكَ سَوَابِقُ الْ,أَفْكَارِ أَدْرَكَهَا العِثَارُ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,6,حَسَدَتْكَ فِي الأُفُقِ البُرُو,قُ وَغَارَ فِي الأَرْضِ البُخَارُ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,7,تَجْرِي بِسَابِحَةٍ تَشُقْ,قُ سَبِيلَهَا شَقَّ الإِزَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,8,وَتَكَادُ تَقْدَحُ فِي الأَثِي,رِ فَيَسْتَحِيلُ إِلَى شَرَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,9,مِثْلَ الشِّهَابِ انْقَضَّ فِي,آثَارِ عِفْرِيتٍ وَثَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,10,فَإِذَا عَلَتْ فَكَدَعْوَةِ الْ,مُضْطَرِّ تَخْتَرِقُ السِّتَارُ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,11,وَإِذَا هَوَتْ فَكَمَا هَوَتْ,أُنْثَى العُقَابِ عَلَى الهَزَازِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,12,وَتُسِفُّ آوِنَةً وَآ,وِنَةً يَحِيدُ بِهَا ازْوِرَارُ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,13,فَيَخَالُهَا الرَّاؤُونَ قَدْ,قَرَّتْ وَلَيْسَ بِهَا قَرَارُ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,14,لَعِبَ الجَوَادُ أَقَلَّ لَيْ,ثًا مِنْ قُضَاعَةَ أَوْ نِزَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,15,أَوْ كَاللَّعُوبِ مِنَ الحَمَا,ئِمِ فَوْقَ مَلْعَبِهِ اسْتَطَارَ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,16,وَكَأَنَّهَا فِي الأُفْقِ حِي,نَ يَمِيلُ مِيزَانُ النَّهَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,17,وَالشَّمْسُ تُلْقِي فَوْقَهَا,حُلَلَ احْمِرَارٍ وَاصْفِرَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,18,مَلِكٌ تُمَثِّلُهُ لَنَا الْ,سِّيمَا فَيَأْخُذُنَا انْبِهَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,19,فَتَحِي بِرَبِّكَ مَا رَأَيْ,تَ بِذَلِكَ الفَلَكِ المُدَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,20,أَبَلَغْتَ تَسْبِيحَ المَلَا,ئِكِ أَوْ دَنَوْتَ مِنَ السِّرَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,21,أَمْ خِفْتَ تِلْكَ الرَّاصِدَا,تِ هُنَاكَ مِنْ شُهُبٍ وَنَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,22,أَرَأَيْتَ سُكَّانَ النُّجُو,مِ وَأَنْتَ فِي ذَاكَ الجِوَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,23,أَهُنَاكَ فِي المِرِّيخِ مَا,فِي الأَرْضِ مِنْ عِلَلِ الشِّجَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,24,أَهُنَاكَ يَسْتَعْدِي الضَّعِي,فُ عَلَى القَوِيِّ فَلَا يُجَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,25,مَا لِابْنِ آدَمَ زَادَ فِي,غُلَوَائِهِ فَطَغَى وَجَارَ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,26,يَا لَيْتَ شِعْرِي هَلْ لَهُ,فِي عَالَمِ المَلَكُوتِ ثَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,27,أَمْ لَاذَ مُعْتَصِمًا بِكُرْ,سِيِّ المُهَيْمِنِ وَاسْتَجَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,28,فَاسْتَلَّ مِنْ قَلْبِ الجَمَا,دِ الصُّلْبِ أَجْنِحَةً وَطَارَ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,29,وَتَسَلَّقَ الأَجْوَاءَ مُمْ,تَطِيًا عَوَاصِفَهَا وَسَارَ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,30,يَرْجُو النَّجَاءَ مِنَ المَظَا,لِمِ وَالمَغَارِمِ وَالدَّمَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,31,يَا أَيُّهَا الطَّيَّارُ طِرْ,فَإِذَا بَلَغْتَ مَدَى المَطَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,32,فَزُرِ السُّهَا وَالفَرْقَدَيْ,نِ إِذَا أُتِيحَ لَكَ المَزَارُ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,33,وَسَلِ النُّجُومَ عَنِ الحَيَا,ةِ فَفِي السُّؤَالِ لَكَ اعْتِبَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,34,هُمْ يُنَبِّئُونَكَ أَنَّ كُلْ,لَ الكَائِنَاتِ إِلَى بَوَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,35,وَالظُّلْمُ مِنْ طَبْعِ النِّظَا,مِ فَإِنْ ظُلِمْتَ فَلَا تُمَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,36,إِنَّ الَّذِي بَرَأَ السَّدِي,مَ هُوَ الَّذِي بَرَأَ الغُبَارَ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,37,فِي العَالَمِ العُلْوِيِّ وَالْ,سُّفْلِيِّ أَحْكَامٌ تُدَارُ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,38,خُلِقَ الضَّعِيفُ لِخِدْمَةِ الْ,أَقْوَى وَلَيْسَ لَهُ خِيَارُ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,39,فَتَقَوَّ يَرْهَبُكَ القَوِيْ,يُ وَهُنْ يُلَازِمُكَ الصَّغَارُ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,40,فِي الأَرْضِ مَا تَبْغُونَ مِنْ,عِزٍّ وَآمَالٍ كِبَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,41,فِيهَا الحَدِيدُ وَفِيهِ بَأْ,سٌ يَوْمَ يُمْتَهَنُ الذِّمَارُ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,42,فِيهَا الكُنُوزُ الحَافِلَا,تُ لِمَنْ تَبَصَّرَ وَاسْتَنَارَ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,43,مِنْهَا اسْتَمَدَّ قُوَاهُ مَنْ,قَهَرَ المَمَالِكِ وَاسْتَعَارَ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,44,وَبِمَا احْتَوَتْ رَدَّ الحَصِي,فُ الرَّأْيِ غَارَةَ مَنْ أَغَارَ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,45,فِي ذِمَّةِ الآفَاقِ سِرْ,وَارْجِعْ إِلَى تِلْكَ الدِّيَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,46,وَاجْعَلْ تَحِيَّتَنَا إِلَى,بَلَدٍ بِهِ لِلمُلْكِ دَارُ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,47,دَارٌ عَلَيْهَا لِلْخِلَا,فَةِ وَالهُدَى رُفِعَ المَنَارُ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,48,دَارُ الغُزَاةِ الفَاتِحِي,نَ الصَّفْوَةِ الغُرِّ الخِيَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,49,فِي كُلِّ حَاضِرَةٍ لَهُمْ,غَزْوٌ فَفَتْحٌ فَانْتِصَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,50,ضَرَبُوا الزَّمَانَ بِسَوْطِ عِزْ,زَتِهِمْ فَلَانَ لَهُمْ فَدَارَ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,51,يَمْشُونَ فِي غَابِ القَنَا,مَشْيَ المُرَنَّحِ بِالعُقَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,52,مِنْ كُلِّ أَرْوَعَ فَاتِكٍ,لَا يَسْتَشِيرُ سِوَى الغِرَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,53,ذِي مِرَّةٍ تُشْجِيهِ ذَا,تُ النَّقْعِ لَا ذَاتُ الخِمَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,54,يَغْشَى المَعَامِعَ ضَارِبًا,بِحَيَاتِهِ ضَرْبَ القِمَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,55,لَا يَنْثَنِي أَوْ تَخْرُجَ الْ,أَجْرَامُ عَنْ فَلَكِ المَدَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,56,عَبَسَتْ لَهُمْ أَيَّامُهُمْ,وَالعَبْسُ يَعْقُبُهُ افْتِرَارُ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,57,مَا عَابَهُمْ أَنَّ الصُّعُو,دَ يَلِيهِ فِي الدَّهْرِ انْحِدَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,58,فَلِكُلِّ غَادٍ رَوْحَةٌ,وَلِكُلِّ وُضَّاءٍ سِرَارِ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ahlan Biawali moslimin,59,وَلَسَوْفَ يَعْلُو نَجْمُهُمْ,وَيَسُودُ ذَيَّاكَ الشِّعَارُ,Modern,kamil_partial,kamil_partial
Hafez Ibrahim,Ma Lihatha Annajm,1,مَا لِهَذَا النَّجْمِ فِي السَّحَرِي,قَدْ سَهَا مِنْ شِدَّةِ السَّهَرِي,Modern,madid_complete,madid_complete
Hafez Ibrahim,Ma Lihatha Annajm,2,خِلْتُهُ يَا قَوْمُ يُؤْنِسُنِي,إِنْ جَفَانِي مُؤْنِسُ السَّحَرِي,Modern,madid_complete,madid_complete
Hafez Ibrahim,Ma Lihatha Annajm,3,يَا لِقَوْمِي إِنَّنِي رَجُلٌ,أَفْنَتِ الأَيَّامُ مُصْطَبَرِي,Modern,madid_complete,madid_complete
Hafez Ibrahim,Ma Lihatha Annajm,4,أَسْهَرَتْنِي الحَادِثَاتُ وَقَدْ,نَامَ حَتَّى هَاتِفُ الشَّجَرِي,Modern,madid_complete,madid_complete
Hafez Ibrahim,Ma Lihatha Annajm,5,وَالدُّجَى يَخْطُو عَلَى مَهَلٍ,خَطْوَ ذِي عِزٍّ وَذِي خَفَرِي,Modern,madid_complete,madid_complete
Hafez Ibrahim,Ma Lihatha Annajm,6,فِيهِ شَخْصُ اليَأْسِ عَانَقَنِي,كَحَبِيبٍ آبَ مِنْ سَفَرِي,Modern,madid_complete,madid_complete
Hafez Ibrahim,Ma Lihatha Annajm,7,وَأَثَارَتْ بِي فَوَادِحُهُ,كَامِنَاتِ الهَمِّ وَالكَدَرِي,Modern,madid_complete,madid_complete
Hafez Ibrahim,Ma Lihatha Annajm,8,وَكَأَنَّ اللَّيْلَ أَقْسَمَ لَا,يَنْقَضِي أَوْ يَنْقَضِي عُمُرِي,Modern,madid_complete,madid_complete
Hafez Ibrahim,Ma Lihatha Annajm,9,أَيُّهَا الزِّنْجِيُّ مَا لَكَ لَمْ,تَخْشَ فِينَا خَالِقَ البَشَرِي,Modern,madid_complete,madid_complete
Hafez Ibrahim,Ma Lihatha Annajm,10,لِي حَبِيبٌ هَاجِرٌ وَلَهُ,صُورَةٌ مِنْ أَبْدَعِ الصُّوَرِي,Modern,madid_complete,madid_complete
Hafez Ibrahim,Ma Lihatha Annajm,11,أَتَلَاشَى فِي مَحَبَّتِهِ,كَتَلَاشِي الظِلِّ فَي القَمَرِي,Modern,madid_complete,madid_complete
Hajib Ibn Habib,Batat Taloumo,1,وَبَاتَتْ تَلُومُ عَلَى ثَادِقٍ,لِيُشْرَى فَقَدْ جَدَّ عِصْيَانُهَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Hajib Ibn Habib,Batat Taloumo,2,أَلَا إِنَّ نَجْوَاكِ فِي ثَادِقٍ,سَوَاءٌ عَلَيَّ وَإِعْلَانُهَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Hajib Ibn Habib,Batat Taloumo,3,وَقَالَتْ أَغِثْنَا بِهِ إِنَّنِي,أَرَى الخَيْلَ قَدْ ثَابَ أَثْمَانُهَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Hajib Ibn Habib,Batat Taloumo,4,فَقُلْتُ أَلَمْ تَعْلَمِي أَنَّهُ,كَرِيمُ المَكَبَّةِ مِبْدَانُهَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Hajib Ibn Habib,Batat Taloumo,5,كُمَيْتٌ أُمِرَّ عَلَى زُفْرَةٍ,طَوِيلُ القَوَائِمِ عُرْيَانُهَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Hajib Ibn Habib,Batat Taloumo,6,تَرَاهُ عَلَى الخَيْلِ ذَا جُرْأَةٍ,إِذَا مَا تَقَطَّعَ أَقْرَانُهَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Hajib Ibn Habib,Batat Taloumo,7,وَهُنَّ يَرِدْنَ وُرُودَ القَطَا,عُمَانَ وَقَدْ سُدَّ مُرَّانُهَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Hajib Ibn Habib,Batat Taloumo,8,طَوِيلُ العِنَانِ قَلِيلُ العِثَا,رِ خَاظِي الطَّرِيقَةِ رَيَّانُهَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Hajib Ibn Habib,Batat Taloumo,9,وَقُلْتُ أَلَمْ تَعْلَمِي أَنَّهُ,جَمِيلُ الطُّلَالَةِ حُسَّانُهَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Hajib Ibn Habib,Batat Taloumo,10,يَجُمُّ عَلَى السَّاقِ بَعْدَ المِتَانِي,جُمُومًا وَيُبْلَغُ إِمْكَانُهَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Hassan Ibn Thabit,Onthor Khaliili,1,أُنْظُرْ خَلِيلِي بِبَطْنِ جِلِّقَ هَلْ,تُؤْنِسُ دُونَ البَلْقَاءِ مِنْ أَحَدِ,Just before and aftrer Islam: VIIth - VIIIth,monsarih_complete,monsarih_complete
Hassan Ibn Thabit,Onthor Khaliili,2,جِمَالَ شَعْثَاءَ قَدْ هَبَطْنَ مِنَ الْ,مَحْبِسِ بَيْنَ الكُثْبَانِ فَالسَّنَدِ,Just before and aftrer Islam: VIIth - VIIIth,monsarih_complete,monsarih_complete
Hassan Ibn Thabit,Onthor Khaliili,3,يَحْمِلنَ حُوًّا حُورَ المَدَامِعِ فِي الرْ,رَيْطِ وَبِيضَ الوُجُوهِ كَالبَرَدِ,Just before and aftrer Islam: VIIth - VIIIth,monsarih_complete,monsarih_complete
Hassan Ibn Thabit,Onthor Khaliili,4,مِنْ دُونِ بُصْرَى وَخَلْفَهَا جَبَلُ الثَّلْ,جِ عَلَيْهِ السَّحَابُ كَالقِدَدِ,Just before and aftrer Islam: VIIth - VIIIth,monsarih_complete,monsarih_complete
Hassan Ibn Thabit,Onthor Khaliili,5,إِنِّي وَرَبِّ المُخَيِّسَاتِ وَمَا,يَقْطَعْنَ مِنْ كُلِّ سَرْبَخٍ جَدَدِ,Just before and aftrer Islam: VIIth - VIIIth,monsarih_complete,monsarih_complete
Hassan Ibn Thabit,Onthor Khaliili,6,وَالبُدْنِ إِذْ قُرِّبَتْ لِمَنْحَرِهَا,حِلْفَةَ بَرِّ اليَمِينِ مُجْتَهِدِ,Just before and aftrer Islam: VIIth - VIIIth,monsarih_complete,monsarih_complete
Hassan Ibn Thabit,Onthor Khaliili,7,مَا حُلْتُ عَنْ خَيْرِ مَا عَهِدْتِ وَلَا,أَحْبَبْتُ حُبِّي إِيَّاكِ مِنْ أَحَدِ,Just before and aftrer Islam: VIIth - VIIIth,monsarih_complete,monsarih_complete
Hassan Ibn Thabit,Onthor Khaliili,8,تَقُولُ شَعْثَاءُ لَوْ تُفِيقُ مِنَ الْ,كَأْسِ لَأُلْفَيْتَ مُثْرِيَ العَدَدِ,Just before and aftrer Islam: VIIth - VIIIth,monsarih_complete,monsarih_complete
Hassan Ibn Thabit,Onthor Khaliili,9,أَشْهَى حَدِيثَ النَّدْمَانِ فِي فَلَقِ الصْ,صُبْحِ وَصَوْتَ المُسَامِرِ الغَرِدِ,Just before and aftrer Islam: VIIth - VIIIth,monsarih_complete,monsarih_complete
Hassan Ibn Thabit,Onthor Khaliili,10,يَأْبَى لِيَ السَّيْفُ وَاللِّسَانُ وَقَوْ,مٌ لَمْ يُضَامُوا كَلِبْدَةِ الأَسَدِ,Just before and aftrer Islam: VIIth - VIIIth,monsarih_complete,monsarih_complete
Hassan Ibn Thabit,Onthor Khaliili,11,لَا أَخْدِشُ الخَدْشَ بِالنَّدِيمِ وَلَا,يَخْشَى جَلِيسِي إِذَا غَضَبْتِ يَدِي,Just before and aftrer Islam: VIIth - VIIIth,monsarih_complete,monsarih_complete
Hassan Ibn Thabit,Onthor Khaliili,12,وَلَا نَدِيمِي العِضُّ البَخِيلُ وَلَا,يَخَافُ جَارِي مَا عِشْتُ مِنْ وَبَدِ,Just before and aftrer Islam: VIIth - VIIIth,monsarih_complete,monsarih_complete
Hatim Attaii,Abaa Toolo Laylika,1,أَبَى طُولُ لَيْلِكَ إِلَّا سُهُودَ,فَمَا إِنْ تَبِينُ لِصُبْحٍ عَمُودَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Hatim Attaii,Abaa Toolo Laylika,2,أَبِيتُ كَئِيبًا أُرَاعِي النُّجُومَ,وَأُوجِعُ مِنْ سَاعِدَيَّ الحَدِيدَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Hatim Attaii,Abaa Toolo Laylika,3,أُرَجِّي فَوَاضِلَ ذِي بَهْجَةٍ,مِنَ النَّاسِ يَجْمَعُ حُزْمًا وَجُودَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Hatim Attaii,Abaa Toolo Laylika,4,نَمَتْهُ إِمَامَةُ وَالحَارِثَانِ,حَتَّى تَمَهَّلَ سَبْقًا جَدِيدَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Hatim Attaii,Abaa Toolo Laylika,5,كَسَبْقِ الجَوَادِ غَدَاةَ الرِّهَانِ,أَرَبَّى عَلَى السِّنِّ شَأْوًا مَدِيدَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Hatim Attaii,Abaa Toolo Laylika,6,فَإِجْمَعْ فِدَاءٌ لَكَ الوَالِدَانِ,لِمَا كُنْتَ فِينَا بِخَيْرٍ مُرِيدَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Hatim Attaii,Abaa Toolo Laylika,7,فَتَجْمَعُ نُعْمَى عَلَى حَاتِمٍ,وَتُحْضِرُهَا مِنْ مَعَدٍّ شُهُودَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Hatim Attaii,Abaa Toolo Laylika,8,أَمِ الهُلْكُ أَدْنَى فَمَا إِنْ عَلِمْتُ,عَلَيَّ جُنَاحًا فَأَخْشَى الوَعِيدَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Hatim Attaii,Abaa Toolo Laylika,9,فَأَحْسِنْ فَلَا عَارَ فِيمَا صَنَعْتَ,تُحْيِي جُدُودًا وَتَبْرِي جُدُودَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
Ibn Abd Rabbih,Araa Lissibaa,1,أَرَى لِلصِّبَا وَدَاعَا,وَمَا يَذْكُرُ اجْتِمَاعَا,Abbassi: VIIIth - XVIth,modarii_complete,modarii_complete
Ibn Abd Rabbih,Araa Lissibaa,2,كَأَنْ لَمْ يَكُنْ جَدِيرًا,بِحِفْظِ الَّذِي أَضَاعَا,Abbassi: VIIIth - XVIth,modarii_complete,modarii_complete
Ibn Abd Rabbih,Araa Lissibaa,3,وَلَمْ يُصْبِنَا سُرُورًا,وَلَمْ يُلْهِنَا سَمَاعَا,Abbassi: VIIIth - XVIth,modarii_complete,modarii_complete
Ibn Abd Rabbih,Araa Lissibaa,4,فَجَدِّدْ وِصَالَ صَبٍّ,مَتَى تَعْصِهِ أَطَاعَا,Abbassi: VIIIth - XVIth,modarii_complete,modarii_complete
Ibn Abd Rabbih,Araa Lissibaa,5,وَإِنْ تَدْنُ مِنْهُ شِبْرًا,يُقَرِّبْكَ مِنْهُ بَاعَا,Abbassi: VIIIth - XVIth,modarii_complete,modarii_complete
