ID,POET,POEM,VERSE,PART2,PART1,ERA,POEM_METER,VERSE_METER
245,Bachar Ibn Bord,Taala Fi Hind,12,هَائِمِ القَلْبِ مُصَابِ,كَيْفَ لَا تَأْوِي لِشَخْصٍ,Before Islam: VIth century,ramal_partial,ramal_partial
246,Bachar Ibn Bord,Taala Fi Hind,13,ذِي شُكَاةٍ وَانْتِحَابِ,دَنَفٍ فِي حُبِّ هِنْدٍ,Before Islam: VIth century,ramal_partial,ramal_partial
247,Bachar Ibn Bord,Taala Fi Hind,14,قَلْبَهُو مِنْ كُلِّ بَابِ,دَخَلَ الحُبُّ لِهِنْدٍ,Before Islam: VIth century,ramal_partial,ramal_partial
248,Bachar Ibn Bord,Taala Fi Hind,15,حِينَ تُرْبَا حُبَابِ,لَيْتَ لِي قَوْسًا وَنُبْلًا,Before Islam: VIth century,ramal_partial,ramal_partial
281,Bachar Ibn Bord,Taala Fi Hind,16,بِمُحِدَّاتٍ صِيَابِ,فَأُصِيبَ الْقَلْبُ مِنْهَا,Before Islam: VIth century,ramal_partial,ramal_partial
282,Bachar Ibn Bord,Taala Fi Hind,17,أَشْتَهِيهَا لِلْحِبَابِ,مِنْ سِهَامِ الحُبِّ إِنِّي,Before Islam: VIth century,ramal_partial,ramal_partial
283,Bachar Ibn Bord,Taala Fi Hind,18,بِصُدُودٍ وَاجْتِنَابِ,وَلَقَدْ تَامَتْ فُؤَادِي,Before Islam: VIth century,ramal_partial,ramal_partial
284,Bachar Ibn Bord,Taala Fi Hind,19,بَيْنَ إِتْبٍ وَسِخَابِ,يَوْمَ قَامَتْ تَتَهَادَى,Before Islam: VIth century,ramal_partial,ramal_partial
285,Bachar Ibn Bord,Taala Fi Hind,20,سَافِرًا أَوْ فِي نِقَابِ,أَمْلَحُ النَّاسِ جَمِيعًا,Before Islam: VIth century,ramal_partial,ramal_partial
286,Bachar Ibn Bord,Taala Fi Hind,21,وَجَمَالًا فِي الثِّيَابِ,كَمُلَتْ فِي العَيْنِ حُسْنًا,Before Islam: VIth century,ramal_partial,ramal_partial
287,Bachar Ibn Bord,Taala Fi Hind,22,فِي رُعُودٍ وَسَحَابِ,أُذْكُرِي لَيْلَةَ نَلْهُ,Before Islam: VIth century,ramal_partial,ramal_partial
288,Bachar Ibn Bord,Taala Fi Hind,23,فِي عَفَافٍ وَتُصَابِ,وَحَدِيثًا نَصْطَفِيهِ,Before Islam: VIth century,ramal_partial,ramal_partial
289,Bachar Ibn Bord,Taala Fi Hind,24,فِي هَوَاكُمْ بِالكِتَابِ,وَرَسُولًا بَاتَ يَسْرِي,Before Islam: VIth century,ramal_partial,ramal_partial
290,Bachar Ibn Bord,Taala Fi Hind,25,نَصَبُوا حَدَّ الحِرَابِ,يُنْذِرُ العَاشِقَ حَتَّى,Before Islam: VIth century,ramal_partial,ramal_partial
291,Bachar Ibn Bord,Taala Fi Hind,26,وَبَنِي عَمٍّ غُضَابِ,مِنْ عَدُوٍّ نَتَّقِيهِ,Before Islam: VIth century,ramal_partial,ramal_partial
292,Bachar Ibn Bord,Taala Fi Hind,27,كَادَ يُنْسِينِي مَآبِ,طَرَقَتْ حُبِّي بِهَمٍّ,Before Islam: VIth century,ramal_partial,ramal_partial
293,Bachar Ibn Bord,Taala Fi Hind,28,لِ بِطَاعُونِ الشَّبَابِ,وَاسْتَرَادَتْنِي عَلَى الْهَوْ,Before Islam: VIth century,ramal_partial,ramal_partial
233,Bachar Ibn Bord,Taala Fi Hind,29,نُ عَلَى ذَاتِ الحِجَابِ,كُلَّمَا جِئْتُ لِوَعْدٍ,Before Islam: VIth century,ramal_partial,ramal_partial
294,Bachar Ibn Bord,Taala Fi Hind,30,بَيْنَنَا أَوْ كَغُرَابِ,كُنْ غُرَابًا حِينَ تَأْتِي,Before Islam: VIth century,ramal_partial,ramal_partial
295,Bachar Ibn Bord,Taala Fi Hind,31,لَمْ نَكُنْ أَهْلَ مُعَابِ,حَذَرَ العَيْنِ فَإِنَّا,Before Islam: VIth century,ramal_partial,ramal_partial
263,Bachar Ibn Bord,Taala Fi Hind,32,نَحْوَهَا دُونَ القِرَابِ,فَتَحَضَّرْتُ بِنَفْسِي,Before Islam: VIth century,ramal_partial,ramal_partial
264,Bachar Ibn Bord,Taala Fi Hind,33,مِنْ شَكَاةٍ وَعِتَابِ,فَالْتَقَيْنَا بِحَدِيثٍ,Before Islam: VIth century,ramal_partial,ramal_partial
265,Bachar Ibn Bord,Taala Fi Hind,34,غَيْرَ تَحْقِيقٍ سِبَابِ,مَنْطِقٌ مِنْهَا وَمِنِّي,Before Islam: VIth century,ramal_partial,ramal_partial
266,Bachar Ibn Bord,Taala Fi Hind,35,لَمْ يَكُنْ هَذَا احْتِسَابِ,قُلْتُ لَمَّا بَرِحَتْ بِي,Before Islam: VIth century,ramal_partial,ramal_partial
267,Bachar Ibn Bord,Taala Fi Hind,36,زُورَكُمْ سَوْطَ عَذَابِ,حَيْثُ أَرْجُوكُمْ فَسُمْتُمْ,Before Islam: VIth century,ramal_partial,ramal_partial
268,Bachar Ibn Bord,Taala Fi Hind,37,كُنْتُ فِي بَطْنِ التُّرَابِ,لَيْتَنِي قَبْلَ هَوَاكُمْ,Before Islam: VIth century,ramal_partial,ramal_partial
269,Bachar Ibn Bord,Taala Fi Hind,38,حُبِّ لَا تُنْكِرْ خِطَابِ,فَبَكَتْ هِنْدٌ وَقَالَتْ,Before Islam: VIth century,ramal_partial,ramal_partial
270,Bachar Ibn Bord,Taala Fi Hind,39,بَعْدَهَا لِينُ جَوَابِ,غَلْظَةٌ بَعْدَ التَّلَاقِي,Before Islam: VIth century,ramal_partial,ramal_partial
3636,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,1,وَمُنْتَظَرُ الثَّقِيلِ عَلَيَّ دَاءُ,تَجَهَّزَ طَالَ فِي النَّصَبِ الثَّوَاءُو,Before Islam: VIth century,wafir_complete,wafir_complete
3637,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,2,فَإِنَّ رِيَاضَةَ النَّوْكَى عَيَاءُ,تَرَكْتُ رِيَاضَةَ النَّوْكَى قَدِيمًا,Before Islam: VIth century,wafir_complete,wafir_complete
3638,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,3,أَبِيتُ وَرُبَّمَا نَفَعَ الإِبَاءُ,إِذَا مَا سَامَنِي الخُلَطَاءُ خَسْفًا,Before Islam: VIth century,wafir_complete,wafir_complete
3639,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,4,وَوَجْهُ سَبِيلِهَا رَحْبٌ فَضَاءُ,وَإِغْضَائِي عَلَى البَزْلَاءِ وَهْنٌ,Before Islam: VIth century,wafir_complete,wafir_complete
3640,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,5,وَلِلْحَاجَاتِ وَرْدٌ وَانْقِضَاءُ,قَضَيْتُ لُبَانَةً وَنَسَأْتُ أُخْرَى,Before Islam: VIth century,wafir_complete,wafir_complete
3641,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,6,غِطَاءٌ سَوْفَ يَنْكَشِفُ الغِطَاءُ,عَلَى عَيْنِي أَبِي أَيُّوبَ مِنِّي,Before Islam: VIth century,wafir_complete,wafir_complete
3642,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,7,وَلِلضَّيْفِ الكَرَامَةُ وَالحِبَاءُ,جَفَانِي إِذْ نَزَلْتُ عَلَيْهِ ضَيْفًا,Before Islam: VIth century,wafir_complete,wafir_complete
3643,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,8,أَسُودُ إِذَا غَضِبْتُ وَلَا أُسَاءُ,غَدًا يَتَعَلَّمُ الفَجْفَاجُ أَنِّي,Before Islam: VIth century,wafir_complete,wafir_complete
3644,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,9,وَقَامَتْ دُونَهَا حَكَمٌ وَحَاءُ,نَأَتْ سَلْمَى وَشَطَّ بِهَا التَّنَائِي,Before Islam: VIth century,wafir_complete,wafir_complete
3645,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,10,وَقَدْ نَادَيْتُ لَوْ سُمِعَ النِّدَاءُ,وَأَقْعَدَنِي عَنِ الغُرِّ الغَوَانِي,Before Islam: VIth century,wafir_complete,wafir_complete
3646,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,11,وَعَهْدٌ لَا يَنَامُ بِهِ الوَفَاءُ,وَصِيَّةُ مَنْ أَرَاهُ عَلَيَّ رَبًّا,Before Islam: VIth century,wafir_complete,wafir_complete
3647,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,12,كَمَاءِ العَيْنِ فَقْدُهُمَا سَوَاءُ,هَجَرْتُ الآنِسَاتِ وَهُنَّ عِنْدِي,Before Islam: VIth century,wafir_complete,wafir_complete
3648,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,13,أَعُوذُ بِهِ إِذَا عَرَضَ البَلَاءُ,وَقَدْ عَرَّضْنَ لِي وَاللَّهُ دُونِي,Before Islam: VIth century,wafir_complete,wafir_complete
3649,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,14,حَلَبْتُ لَهُنَّ مَا وَسِعَ الإِنَاءُ,وَلَوْلَا القَائِمُ المَهْدِيُّ فِينَا,Before Islam: VIth century,wafir_complete,wafir_complete
3650,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,15,وَلَيْسَ لِعَهْدِ جَارِيَةٍ بَقَاءُ,وَيَوْمًا بِالجُدَيْدِ وَفَيْتُ عَهْدًا,Before Islam: VIth century,wafir_complete,wafir_complete
3652,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,16,وَقَرْتُ وَحَانَ مِنْ غَزَلِي انْتِهَاءُ,فَقُلْ لِلْغَانِيَاتِ يَقِرْنَ إِنِّي,Before Islam: VIth century,wafir_complete,wafir_complete
3653,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,17,فَثَابَ الحِلْمُ وَانْقَطَعَ العَنَاءُ,نَهَانِي مَالِكُ الأَمْلَاكِ عَنْهَا,Before Islam: VIth century,wafir_complete,wafir_complete
3654,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,18,وَبَيْنَهُمَا إِذَا التَقَيَا صَفَاءُ,وَكَمْ مِنْ هَاجِرٍ لِفَتَاةِ قَوْمٍ,Before Islam: VIth century,wafir_complete,wafir_complete
3655,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,19,عَلَيْهِنَّ السُّمُوطُ لَهَا إِبَاءُ,وَغَضَّاتُ الشَّبَابِ مِنَ العَذَارَى,Before Islam: VIth century,wafir_complete,wafir_complete
3656,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,20,وَتَرْبِيتِي وَلِلْكَلْبِ العُوَاءُ,إِذَا نَبَحَ العِدَى فَلَهُنَّ وِدِّي,Before Islam: VIth century,wafir_complete,wafir_complete
3657,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,21,يَصِرْنَ لَهُ وَإِذْ نَسَمِي شِفَاءُ,لَهَوْتُ بِهِنَّ إِذْ مَلَقِي أَنِيقٌ,Before Islam: VIth century,wafir_complete,wafir_complete
3658,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,22,كَمَا انْطَبَقَتْ عَلَى الأَرْضِ السَّمَاءُ,وَأَطْبَقَ حُبُّهُنَّ عَلَى فُؤَادِي,Before Islam: VIth century,wafir_complete,wafir_complete
3659,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,23,وَأَسْفَرَ عَنِّيَ الدَّاءُ العَيَاءُ,فَلَمَّا أَنْ دُعِيتُ أَصَبْتُ رُشْدِي,Before Islam: VIth century,wafir_complete,wafir_complete
3660,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,24,وَإِنْ صَنَعَ الخَلِيفَةُ مَا يَشَاءُ,عَلَى الغَزْلَى سَلَامُ اللَّهِ مِنِّي,Before Islam: VIth century,wafir_complete,wafir_complete
3661,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,25,وَمِنْ رَاحٍ بِهِ مِسْكٌ وَمَاءُ,فَهَذَا حِينَ تُبْتُ مِنَ الجَوَارِي,Before Islam: VIth century,wafir_complete,wafir_complete
3662,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,26,يَهُزُّ الكَأْسُ رَأْسِي وَالغِنَاءُ,وَإِنْ أَكُ قَدْ صَحَوْتُ فَرُبَّ يَوْمٍ,Before Islam: VIth century,wafir_complete,wafir_complete
3663,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,27,وَتَسْقِينِي بِرِيقَتِهَا النِّسَاءُ,أَرُوحُ عَلَى المَعَازِفِ أَرْبَخِيًّا,Before Islam: VIth century,wafir_complete,wafir_complete
3664,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,28,طَغَى طَرَبِي وَمَالَ بِيَ الفَتَاءُ,وَمَا فَارَقْتُ مِنْ سَرَفٍ وَلَكِنْ,Before Islam: VIth century,wafir_complete,wafir_complete
3665,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,29,وَلَيْسَ لِسَيِّدِ النَّوْكَى دَوَاءُ,أَوَانَ يَقُولُ مُسْلِمَةُ ابْنُ قَيْسٍ,Before Islam: VIth century,wafir_complete,wafir_complete
3666,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,30,وَلِلْمُتَكَلِّفِ الصَّلِفِ العَفَاءُ,رُوَيْدَكَ عَنْ قِصَافَ عَلَيْكَ عَيْنٌ,Before Islam: VIth century,wafir_complete,wafir_complete
3667,Bachar Ibn Bord,Tajahaza Taala Fi Al Nasabi,31,يُعَزِّينِي وَقَدْ غُلِبَ العَزَاءُ,فَلَا لَاقَى مَنَاعِمَهُ بْنُ قَيْسٍ,Before Islam: VIth century,wafir_complete,wafir_complete
1033,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,1,لَقَدْ أَحْزَنَنِي النَّاعِي,لَئِنْ أَحْرَزَكَ الدَّاعِي,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1034,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,2,لَقَدْ بِتْنَا بِأَوْجَاعِ,وَإِنْ بِتِّ بِجُعْجَاعِي,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1035,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,3,إِلَى عِدَّةِ أَنْوَاعِي,وَقَدْ يَنْقَسِمُ المَوْتُ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1036,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,4,مَا بَالُكَ بِالقَاعِ,أَرَبَّ القَصْرِ وَالمَنْظَرِ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1037,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,5,بِنَفْسِي وَبِأَشْيَاعِي,أَيَا مِنْ دُونِهِ المَوْتُ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1038,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,6,وَيَا مُوحِشَ أَطْمَاعِي,وَيَا مُؤْنِسَ آمَالِي,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1039,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,7,وَيَا حَرْقَةَ أَضْلَاعِي,وَيَا لَوْعَةَ ثَكْلَاهُ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1040,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,8,لِمَا يَسْعَى لَهُ السَّاعِي,لَقَدْ كُنْتُ أُرَجِّيكَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1041,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,9,وَلَا يُدْرِكُهُو بَاعِي,وَمَا تَسْمُو لَهُو نَفْسِي,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1042,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,10,بِأَيَّامِكَ إِينَاعِي,إِذَا لَمْ يُرِدِ اللَّاهُ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1043,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,11,وَأَيَّامِيَ إِيجَاعِي,فَقَدْ تَيْبَسُ أَنْفَاسِي,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1044,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,12,مَ فِي عَشْرَةِ قَعْقَاعِ,لَكِنَّا مَنْ أَبَى القِسْ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1045,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,13,نَرَى رُوحَ بْنِ زِنْبَاعِ,وَكُنَّا كُلَّمَا شِئْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1046,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,14,وَلَا كَانَ بِزَعْزَاعِ,فَتَى كَالغَصَنِ الرَّطْبِي,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1047,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,15,عَلَى أَرْزُقِ نَبَّاعِ,فَتَى كَالسَّيْفِ لَا تَحْرِ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1048,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,16,وَعَنْ سَبْعَةِ أَسْبَاعِ,سَأُبْكِيكَ عَنِ الدُّنْيَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1049,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,17,وَعَنْ نَادِرِ أَسْجَاعِ,وَعَنْ سَائِرِ أَبْيَاتٍ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1050,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,18,وَصُمَّتْ أُذُنُ الوَاعِي,وَلَمَّا بَكَرَ النَّاعِي,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1051,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,19,بِأَلْحَانٍ وَإِيقَاعِ,لَطَمْنَا وَتَنَاوَحْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1052,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,20,وَلَا حَمْلَةَ فُقَّاعِ,رَعَيْنَا كَرَمَ العَهْدِ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1053,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,21,فَغَمَّضْنَا لِتِهْجَاعِ,إِلَى حِينَ نَسَيْنَاكِ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1054,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,22,وَمَا كُنَّا عَلَى الصَّاعِ,وَأَخْلَدْنَا إِلَى المُدِّ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1055,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,23,إِلَى جَانِبِ خُدَّاعِ,كَذَاكَ النَّاسُ خُدَّاعٌ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1056,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,24,وَيَبْكُونَ مَعَ الرَّاعِي,يَعِيشُونَ مَعَ الذِّئْبِ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1057,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,25,وَلَا الغَيُّ بِإِبْدَاعِ,وَمَا الحِرْصُ بِبَدْع لَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1058,Badiie Azzaman Al Hamadani,Lain Ahrazaka Alda3i,26,وَكُنَّا شَرُّ أَتْبَاعِ,أَبُونَا نَسِيَ العَهْدَ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1059,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,1,عَلَى سَاكِنَةِ الوَادِي,سَلَامٌ رَائِحٌ غَادِ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1060,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,2,إِذَا مَا زُرْتُ وَالحَادِي,عَلَى مَنْ حُبَّهَا الهَادِي,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1061,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,3,غَزَالٍ فِحِمٌ بَادِ,أُحِبُّ البَدْوَ مِنْ أَجْلِ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1062,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,4,عَلَى العَاتِقِ وَالهَادِي,أَلَا يَا رَبَّةَ الحَلْيِ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1063,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,5,وَقَدْ أَشْمَتِّ حُسَّادِي,لَقَدْ أَبْهَجْتِ أَعْدَائِي,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1064,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,6,وَأَسْرٍ مَالَهُو فَادِ,بِسُقْمٍ مَالَهُو شَافٍ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1065,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,7,وَعُذَّالِي وَعُوَّادِي,فَإِخْوَانِي وَنُدْمَانِي,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1066,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,8,كِ فِي نَوْمٍ وَتَسْهَادِ,فَمَا أَنْفَكُّ عَنْ ذِكْرَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1067,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,9,وَطَيْفٍ غَيْرِ مُعْتَادِ,بِشَوْقٍ مِنْكِ مُعْتَادِ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1068,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,10,لِ حَيِّي ذَلِكَ النَّادِي,أَلَا يَا زَائِرَ المَوْصِ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1069,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,11,وَبِالمَوْصِلِ أَعْضَادِي,فَبِالمَوْصِلِ إِخْوَانِي,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1070,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,12,يَ مِنْ مَثْنًى وَأَفْرَادِ,فَقُلْ لِلْقَوْمِ يَأْتُونِ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1071,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,13,وَعِنْدِي رَيُّ وَرَّادِ,فَعِنْدِي خِصْبُ زُوَّارٍ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1072,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,14,عَلَى الحَاضِرِ وَالبَادِي,وَعِنْدِي الظِّلَّ مَمْدُودًا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1073,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,15,بِكُمْ عَنْ مَنْهَلِ الصَّادِي,أَلَا لَا يَقْعُدِ العَجْزُ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1074,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,16,مَعَ النَّاقَةِ وَالزَّادِ,فَإِنَّ الحَجَّ مَفْرُوضٌ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1075,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,17,جَوَادٌ نَسْلُ أَجْوَادِ,كَفَانِي سَطْوَةَ الدَّهْرِ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1076,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,18,نَمَتْهُمْ خَيْرُ أَجْدَادِ,مَنَاهُو خَيْرُ آبَاءٍ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1077,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,19,سِوَى أَرْضِي وَرُوَّادِي,فَمَا يَصْبُو إِلَى أَرْضٍ,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
1078,Badiie Azzaman Al Hamadani,Salamon Raihon Ghadi,20,شَ شَرَّ الزَّمَنِ العَادِي,وَقَاهُ اللَّهُ فِيمَا عَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
2192,Badiie Azzaman Al Hamadani,Wa chaakiyaton takdibo,1,تَئِنُّ وَلَا تَتْعَبُ,وَشَاكِيَةٌ تَكْذِبُ,Abbassi: VIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
2193,Badiie Azzaman Al Hamadani,Wa chaakiyaton takdibo,2,مُقَدِّمُهَا سِبْسِبُ,مُؤَخِّرُهَا مُحْرِجٌ,Abbassi: VIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
2194,Badiie Azzaman Al Hamadani,Wa chaakiyaton takdibo,3,وَآخِرُهَا عَقْرَبُ,وَأَوَّلُهَا حَيَّةٌ,Abbassi: VIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
2195,Badiie Azzaman Al Hamadani,Wa chaakiyaton takdibo,4,وَسَاعَةَ مَا تَغْضِبُ,تَعُدُّ لِيَوْمِ القُرَى,Abbassi: VIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
2196,Badiie Azzaman Al Hamadani,Wa chaakiyaton takdibo,5,إِلَى رَاحَةٍ تَرْكِبُ,وَتُرْكَبُ لَكِنَّهَا,Abbassi: VIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
2197,Badiie Azzaman Al Hamadani,Wa chaakiyaton takdibo,6,إِلَى الحِينِ لَا تَذْهَبُ,وَتَذْهَبُ لَكِنَّهَا,Abbassi: VIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
2198,Badiie Azzaman Al Hamadani,Wa chaakiyaton takdibo,7,بِلَا قَلَمٍ تَكْتُبُ,وَتَكْتُبُ لَكِنَّهَا,Abbassi: VIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
1831,Chadli Khaznah Daar,Raahato Annoha,1,هَاتِهَا فَلَا عَتَبُ,رَاحَةُ النُّهَى الطَّرَبُو,Modern,moqtadab_complete,moqtadab_complete
1832,Chadli Khaznah Daar,Raahato Annoha,2,وَالخُمُورُ تَتْسَكِبُ,الدِّنَانُ مُتْرَعَةٌ,Modern,moqtadab_complete,moqtadab_complete
1833,Chadli Khaznah Daar,Raahato Annoha,3,طَافَ فَوْقَهَا الحَبَبُ,وَالكُؤُوسُ جَارِيَةٌ,Modern,moqtadab_complete,moqtadab_complete
1834,Chadli Khaznah Daar,Raahato Annoha,4,السَّمَاءُ وَالشُّهُبُ,فَهْيَ وَالحَبَابُ مَعًا,Modern,moqtadab_complete,moqtadab_complete
1835,Chadli Khaznah Daar,Raahato Annoha,5,نِعْمَ ذَلِكَ النَّسَبُ,بِنْتُ كَرْمَةٍ جَلِيَتْ,Modern,moqtadab_complete,moqtadab_complete
1836,Chadli Khaznah Daar,Raahato Annoha,6,زَفَّهَا لَنَا العِنَبُ,رَحِّبُوا بِآنِسَةٍ,Modern,moqtadab_complete,moqtadab_complete
